hospital_pk,hospital_name,collection_week,state,fips_code,geocoded_hospital_address,no_dose_personnel,one_dose_personnel,two_dose_personnel,data_reported,correct_coding,total_personnel,percentage_unvacc,std_error,personnel_iqr,personnel_lbd,personnel_ubd,possible_incorrect_count,recip_county,recip_state,one_dose_pop,two_dose_pop,county_pop_size,percentage_unvacc_county,std_error_away_from_count_pop
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,2021-04-09,IL,17031,"{'type': 'Point', 'coordinates': [-87.713244, 41.522491]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cook County,IL,47.1,25.1,5150233,0.5289999999999999,NA
260195,CITIZENS MEMORIAL HOSPITAL,2021-04-09,MO,29167,"{'type': 'Point', 'coordinates': [-93.420927, 37.626098]}",788,691,629,1,1,1479,0.5327924273157539,0.01297328238817848,21,1467.5,1551.5,0,Polk County,MO,29.9,21.1,32149,0.7010000000000001,-12.965691152882043
371312,ASCENSION ST JOHN SAPULPA,2021-04-09,OK,40037,"{'type': 'Point', 'coordinates': [-96.100192, 35.993361]}",64,119,116,1,1,183,0.34972677595628415,0.03525224932834343,0,183,183,0,Creek County,OK,33.6,22.5,71522,0.6639999999999999,-8.914983583502417
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,2021-04-09,AZ,04013,"{'type': 'Point', 'coordinates': [-112.079431, 33.480298]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Maricopa County,AZ,39.1,24.8,4485414,0.609,NA
050357,GOLETA VALLEY COTTAGE HOSPITAL,2021-04-09,CA,06083,"{'type': 'Point', 'coordinates': [-119.809355, 34.433623]}",31,12,202,1,0,233,0.13304721030042918,0.022249622664660032,0,229,229,1,Santa Barbara County,CA,45,25,446499,0.55,-18.739769028165753
053306,CHILDREN'S HOSPITAL AT MISSION,2021-04-09,CA,06059,"{'type': 'Point', 'coordinates': [-117.666045, 33.560152]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orange County,CA,45,25.4,3175692,0.55,NA
180024,SPRING VIEW HOSPITAL,2021-04-09,KY,21155,"{'type': 'Point', 'coordinates': [-85.259715, 37.570416]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Marion County,KY,37,23.5,19273,0.63,NA
190133,ALLEN PARISH HOSPITAL,2021-04-09,LA,22003,"{'type': 'Point', 'coordinates': [-92.855967, 30.491435]}",80,48,129,1,0,209,0.3827751196172249,0.03362175812224627,244,1962,2938,1,Allen Parish,LA,21.7,15.1,25627,0.783,-11.903746345672543
331305,O'CONNOR HOSPITAL,2021-04-09,NY,36025,"{'type': 'Point', 'coordinates': [-74.915943, 42.26775]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Delaware County,NY,36.6,22.4,44135,0.634,NA
260068,BOONE HOSPITAL CENTER,2021-04-09,MO,29019,"{'type': 'Point', 'coordinates': [-92.317039, 38.950669]}",656,43,1231,1,0,1887,0.3476417594064653,0.010962840509256491,16,1847,1911,0,Boone County,MO,48.2,29.7,180463,0.518,-15.539607681940868
351332,HEART OF AMERICA MEDICAL CENTER,2021-04-09,ND,38069,"{'type': 'Point', 'coordinates': [-99.996111, 48.363529]}",82,0,83,1,0,165,0.49696969696969695,0.03892423232644801,12,140,188,0,Pierce County,ND,42.4,37,3975,0.5760000000000001,-2.0303625352838126
220002,MOUNT AUBURN HOSPITAL,2021-04-09,MA,25017,"{'type': 'Point', 'coordinates': [-71.134107, 42.374917]}",726,2175,2143,1,1,2901,0.250258531540848,0.00804222737869124,52.5,2755.25,2965.25,0,Middlesex County,MA,47.5,27.6,1611699,0.525,-34.162360192290706
330047,ST MARY'S HEALTHCARE,2021-04-09,NY,36057,"{'type': 'Point', 'coordinates': [-74.215651, 42.95352]}",298,929,920,1,1,1227,0.24286878565607173,0.012241908946136238,17.75,1198.375,1269.375,0,Montgomery County,NY,45.1,32.3,49221,0.5489999999999999,-25.006820071190663
220116,TUFTS MEDICAL CENTER,2021-04-09,MA,25025,"{'type': 'Point', 'coordinates': [-71.063693, 42.349486]}",NA,NA,NA,NA,NA,NA,NA,NA,112.5,-112.5,337.5,NA,Suffolk County,MA,41.8,23.7,803907,0.5820000000000001,NA
281340,DUNDY COUNTY HOSPITAL,2021-04-09,NE,31057,NA,35,68,63,1,1,103,0.33980582524271846,0.046669445564100284,5,94.5,114.5,0,Dundy County,NE,31,22.9,1693,0.69,-7.503714057975925
250007,MERIT HEALTH BILOXI,2021-04-09,MS,28047,"{'type': 'Point', 'coordinates': [-88.890438, 30.396124]}",274,218,230,1,0,504,0.5436507936507936,0.02218673492817559,504,-756,1260,0,Harrison County,MS,38.2,25.5,208080,0.618,-3.3510656971336568
110003,MEMORIAL SATILLA HEALTH,2021-04-09,GA,13299,"{'type': 'Point', 'coordinates': [-82.349122, 31.2261]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ware County,GA,16.7,10.2,35734,0.833,NA
281318,MORRILL COUNTY COMMUNITY HOSPITAL,2021-04-09,NE,31123,"{'type': 'Point', 'coordinates': [-103.091374, 41.66189]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Morrill County,NE,0,23.2,4642,1,NA
110073,DORMINY MEDICAL CENTER,2021-04-09,GA,13017,"{'type': 'Point', 'coordinates': [-83.260975, 31.697918]}",131,163,162,1,1,294,0.445578231292517,0.02898734600131284,24,258,354,0,Ben Hill County,GA,4.9,3.3,16700,0.951,-17.435944935579556
362032,AULTMAN SPECIALTY HOSPITAL,2021-04-09,OH,39151,"{'type': 'Point', 'coordinates': [-81.403604, 40.796853]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stark County,OH,31.3,19.4,370606,0.687,NA
161304,CHI HEALTH - MERCY CORNING,2021-04-09,IA,19003,"{'type': 'Point', 'coordinates': [-94.747914, 40.98843]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Adams County,IA,48.4,33.7,3602,0.516,NA
291311,DESERT VIEW HOSPITAL,2021-04-09,NV,32023,"{'type': 'Point', 'coordinates': [-116.023382, 36.214421]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nye County,NV,30.3,20.5,46523,0.6970000000000001,NA
321304,UNION COUNTY GENERAL HOSPITAL,2021-04-09,NM,35059,"{'type': 'Point', 'coordinates': [-103.193324, 36.455145]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Union County,NM,0,12.5,4059,1,NA
340159,PERSON MEMORIAL HOSPITAL,2021-04-09,NC,37145,"{'type': 'Point', 'coordinates': [-78.984445, 36.407959]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Person County,NC,41,26.6,39490,0.5900000000000001,NA
171360,LINCOLN COUNTY HOSPITAL,2021-04-09,KS,20105,"{'type': 'Point', 'coordinates': [-98.14437, 39.04517]}",31,33,29,1,1,64,0.484375,0.062469474967654204,3.75,51.375,66.375,0,Lincoln County,KS,40,27.7,2962,0.6,-1.8509039824629379
090005,SIBLEY MEMORIAL HOSPITAL,2021-04-09,DC,11001,"{'type': 'Point', 'coordinates': [-77.10894, 38.935747]}",NA,NA,NA,NA,NA,NA,NA,NA,342.5,6099.5,7469.5,NA,District of Columbia,DC,38.4,21.4,705749,0.616,NA
050624,HENRY MAYO NEWHALL  HOSPITAL,2021-04-09,CA,06037,"{'type': 'Point', 'coordinates': [-118.552738, 34.396685]}",965,80,1285,1,0,2250,0.4288888888888889,0.010433774428940813,0,2250,2250,0,Los Angeles County,CA,42.9,25.5,10039107,0.571,-13.620297436844005
051334,OJAI VALLEY COMMUNITY HOSPITAL,2021-04-09,CA,06111,"{'type': 'Point', 'coordinates': [-119.264576, 34.442288]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Ventura County,CA,46.4,28.6,846006,0.536,NA
261301,ELLETT MEMORIAL HOSPITAL,2021-04-09,MO,29185,"{'type': 'Point', 'coordinates': [-94.020396, 38.192526]}",73,18,14,1,1,91,0.8021978021978022,0.041757606183075884,0,91,91,0,St. Clair County,MO,26.5,19.1,9397,0.735,1.6092350194402938
111320,HIGGINS GENERAL HOSPITAL,2021-04-09,GA,13143,"{'type': 'Point', 'coordinates': [-85.144494, 33.716398]}",152,93,83,1,1,245,0.6204081632653061,0.031003743962136177,4.75,238.125,257.125,0,Haralson County,GA,6.9,4.5,29792,0.931,-10.017881618233243
330267,HUDSON VALLEY HOSPITAL CENTER,2021-04-09,NY,36119,"{'type': 'Point', 'coordinates': [-73.893312, 41.291451]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Westchester County,NY,51.6,33.7,967506,0.484,NA
010055,FLOWERS HOSPITAL,2021-04-09,AL,01069,"{'type': 'Point', 'coordinates': [-85.457563, 31.235892]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Houston County,AL,30.1,20.9,105882,0.6990000000000001,NA
110028,UNIVERSITY HOSPITAL,2021-04-09,GA,13245,"{'type': 'Point', 'coordinates': [-81.981332, 33.472988]}",2556,2419,2541,1,0,5097,0.5014714537963508,0.007003430236970541,76.75,4946.875,5253.875,0,Richmond County,GA,25.4,17,202518,0.746,-34.915539661236686
230279,ASCENSION BRIGHTON CENTER FOR RECOVERY,2021-04-09,MI,26093,"{'type': 'Point', 'coordinates': [-83.694866, 42.517646]}",56,105,102,1,1,161,0.34782608695652173,0.037536160634931794,12,143,191,0,Livingston County,MI,40.8,24.2,191995,0.5920000000000001,-6.505031652497936
161371,WINNESHIEK MEDICAL CENTER,2021-04-09,IA,19191,"{'type': 'Point', 'coordinates': [-91.771356, 43.29487]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winneshiek County,IA,48.3,28.8,19991,0.517,NA
110091,PIEDMONT ROCKDALE HOSPITAL,2021-04-09,GA,13247,"{'type': 'Point', 'coordinates': [-84.001941, 33.682239]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rockdale County,GA,5.4,2.6,90896,0.946,NA
220162,DANA-FARBER CANCER INSTITUTE,2021-04-09,MA,25025,NA,3690,5887,5797,1,1,9577,0.3852981100553409,0.004972971494838354,0,9577,9577,0,Suffolk County,MA,41.8,23.7,803907,0.5820000000000001,-39.554196147881385
100179,MEMORIAL HOSPITAL JACKSONVILLE,2021-04-09,FL,12031,"{'type': 'Point', 'coordinates': [-81.602405, 30.287633]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duval County,FL,40.7,25.6,957755,0.593,NA
160064,MERCYONE NORTH IOWA MEDICAL CENTER,2021-04-09,IA,19033,"{'type': 'Point', 'coordinates': [-93.216151, 43.148378]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cerro Gordo County,IA,50.2,35.5,42450,0.498,NA
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",2021-04-09,KS,20125,"{'type': 'Point', 'coordinates': [-95.638524, 37.0404]}",163,0,320,1,0,483,0.33747412008281574,0.021515334141581504,0,0,0,1,Montgomery County,KS,36.4,24.2,31829,0.636,-13.875028756362175
010113,MOBILE INFIRMARY MEDICAL CENTER,2021-04-09,AL,01097,"{'type': 'Point', 'coordinates': [-88.081013, 30.696442]}",2435,2070,1907,1,1,4505,0.5405105438401776,0.00742493169118865,79.75,4423.125,4742.125,0,Mobile County,AL,28.3,20.1,413210,0.717,-23.769842403973463
040069,GREAT RIVER MEDICAL CENTER,2021-04-09,AR,05093,"{'type': 'Point', 'coordinates': [-89.91893, 35.942933]}",196,58,57,1,1,254,0.7716535433070866,0.026338525449783948,0,254,254,0,Mississippi County,AR,29.5,17.5,40651,0.7050000000000001,2.530648248861375
010056,ST VINCENT'S BIRMINGHAM,2021-04-09,AL,01073,"{'type': 'Point', 'coordinates': [-86.788794, 33.508075]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Jefferson County,AL,37.7,21.6,658573,0.623,NA
250152,MISSISSIPPI METHODIST REHAB CTR,2021-04-09,MS,28049,"{'type': 'Point', 'coordinates': [-90.17218, 32.32683]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Hinds County,MS,39.7,29.9,231840,0.603,NA
160032,MERCYONE NEWTON MEDICAL CENTER,2021-04-09,IA,19099,"{'type': 'Point', 'coordinates': [-93.051181, 41.702413]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jasper County,IA,41.9,27,37185,0.581,NA
372018,PAM SPECIALTY HOSPITAL OF TULSA,2021-04-09,OK,40143,"{'type': 'Point', 'coordinates': [-95.891346, 36.115449]}",0,0,57,1,0,57,0,0,143,-157.5,414.5,0,Tulsa County,OK,47.2,31.9,651552,0.528,-Inf
251304,TALLAHATCHIE GENERAL HOSPITAL-CAH,2021-04-09,MS,28135,NA,192,156,156,1,1,348,0.5517241379310345,0.026659011844312703,83,223.5,555.5,0,Tallahatchie County,MS,25.9,16.5,13809,0.741,-7.099882890420961
191313,RIVERSIDE MEDICAL CENTER,2021-04-09,LA,22117,"{'type': 'Point', 'coordinates': [-90.151979, 30.835131]}",237,14,90,1,0,327,0.7247706422018348,0.02469868314805955,10.5,313.25,355.25,0,Washington Parish,LA,29.5,21.6,46194,0.7050000000000001,0.8004735346948266
100265,MEASE COUNTRYSIDE HOSPITAL,2021-04-09,FL,12103,"{'type': 'Point', 'coordinates': [-82.708971, 28.040326]}",0,0,0,0,0,0,NA,NA,0,2099,2099,1,Pinellas County,FL,43.9,28.1,974996,0.5609999999999999,NA
120022,STRAUB CLINIC AND HOSPITAL,2021-04-09,HI,15003,"{'type': 'Point', 'coordinates': [-157.850921, 21.302268]}",NA,NA,NA,NA,NA,NA,NA,NA,95,2449.5,2829.5,NA,Honolulu County,HI,0,0,974563,1,NA
170023,ST CATHERINE HOSPITAL,2021-04-09,KS,20055,"{'type': 'Point', 'coordinates': [-100.868615, 37.968871]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finney County,KS,28.9,16.2,36467,0.7110000000000001,NA
380020,MCKENZIE-WILLAMETTE MEDICAL CENTER,2021-04-09,OR,41039,"{'type': 'Point', 'coordinates': [-123.002589, 44.0524]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lane County,OR,43.1,25.9,382067,0.569,NA
140029,RUSH COPLEY MEDICAL CENTER,2021-04-09,IL,17089,"{'type': 'Point', 'coordinates': [-88.268706, 41.727527]}",1145,2291,2200,1,1,3436,0.3332363213038417,0.008041472020399464,31,3358.5,3482.5,0,Kane County,IL,43.7,23.5,532403,0.563,-28.572340749715703
271309,PRAIRIE COMMUNITY HOSPITAL,2021-04-09,MT,30079,"{'type': 'Point', 'coordinates': [-105.315991, 46.791326]}",28,17,17,1,1,45,0.6222222222222222,0.07227443506755833,1,42.5,46.5,0,Prairie County,MT,35.3,24.7,1077,0.647,-0.34282907579446076
230099,PROMEDICA MONROE REGIONAL HOSPITAL,2021-04-09,MI,26115,"{'type': 'Point', 'coordinates': [-83.389075, 41.925143]}",486,53,816,1,0,1302,0.37327188940092165,0.013404380201630076,12.75,1312.125,1363.125,1,Monroe County,MI,30.4,18.2,150500,0.696,-24.076317274246822
300023,EXETER HOSPITAL INC,2021-04-09,NH,33015,"{'type': 'Point', 'coordinates': [-70.934896, 42.983614]}",650,2173,2114,1,1,2823,0.23025150549061282,0.00792355768942465,97,2599.5,2987.5,0,Rockingham County,NH,0,5.9,309769,1,-97.14682781154592
240059,REGINA HOSPITAL,2021-04-09,MN,27037,"{'type': 'Point', 'coordinates': [-92.871399, 44.747131]}",120,0,181,1,0,301,0.39867109634551495,0.028221504799886797,73,102,394,0,Dakota County,MN,43.8,27.9,429021,0.562,-5.787391735933948
191320,BIENVILLE MEDICAL CENTER,2021-04-09,LA,22013,"{'type': 'Point', 'coordinates': [-92.916017, 32.552855]}",56,0,28,1,0,84,0.6666666666666666,0.051434449987363975,0,84,84,0,Bienville Parish,LA,36.9,24.8,13241,0.631,0.6934392547296402
322003,"ALBUQUERQUE - AMG SPECIALTY HOSPITAL, LLC",2021-04-09,NM,35001,"{'type': 'Point', 'coordinates': [-106.581048, 35.058248]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bernalillo County,NM,32.3,20.4,679121,0.677,NA
220073,MORTON HOSPITAL,2021-04-09,MA,25005,"{'type': 'Point', 'coordinates': [-71.094606, 41.905382]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Bristol County,MA,38,23.6,565217,0.62,NA
131318,VALOR HEALTH,2021-04-09,ID,16045,"{'type': 'Point', 'coordinates': [-116.485211, 43.87911]}",102,12,60,1,0,162,0.6296296296296297,0.03794051216992958,3,169.5,181.5,1,Gem County,ID,31.9,22.1,18112,0.681,-1.3539714524751432
050309,SUTTER ROSEVILLE MEDICAL CENTER,2021-04-09,CA,06061,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,Placer County,CA,44.7,30.4,398329,0.5529999999999999,NA
320022,PLAINS REGIONAL MEDICAL CENTER,2021-04-09,NM,35009,"{'type': 'Point', 'coordinates': [-103.231762, 34.420425]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Curry County,NM,0,13.4,48954,1,NA
261338,MERCY HOSPITAL CARTHAGE,2021-04-09,MO,29097,"{'type': 'Point', 'coordinates': [-94.320894, 37.13671]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jasper County,MO,33.1,22.9,121328,0.669,NA
060004,PLATTE VALLEY MEDICAL CENTER,2021-04-09,CO,08001,"{'type': 'Point', 'coordinates': [-104.770924, 39.965441]}",451,999,930,1,1,1450,0.31103448275862067,0.012156792717163009,25.25,789.625,890.625,1,Adams County,CO,2.3,1,517421,0.977,-54.7813500431875
170175,WESTERN PLAINS MEDICAL COMPLEX,2021-04-09,KS,20057,"{'type': 'Point', 'coordinates': [-100.014973, 37.785944]}",79,101,180,1,0,259,0.305019305019305,0.02860883362410024,8.25,246.625,279.625,0,Ford County,KS,33.2,24.7,33619,0.6679999999999999,-12.687713863137642
050180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,2021-04-09,CA,06013,"{'type': 'Point', 'coordinates': [-122.04357, 37.913222]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Contra Costa County,CA,54.1,33.5,1153526,0.45899999999999996,NA
100106,DOCTORS MEMORIAL HOSPITAL INC,2021-04-09,FL,12123,"{'type': 'Point', 'coordinates': [-83.592106, 30.121247]}",134,86,86,1,1,220,0.6090909090909091,0.03289785662773067,0,220,220,0,Taylor County,FL,27.8,17.7,21569,0.722,-3.4321108571528067
331317,LEWIS COUNTY GENERAL HOSPITAL,2021-04-09,NY,36049,"{'type': 'Point', 'coordinates': [-75.498244, 43.795989]}",245,407,394,1,1,652,0.37576687116564417,0.018967445864095735,104.75,311.125,730.125,0,Lewis County,NY,39.9,27.8,26296,0.601,-11.874721058817357
190006,OCHSNER UNIVERSITY HOSPITAL AND CLINICS,2021-04-09,LA,22055,"{'type': 'Point', 'coordinates': [-92.044914, 30.216304]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Lafayette Parish,LA,32.9,21.7,244390,0.671,NA
210058,UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,2021-04-09,MD,24510,"{'type': 'Point', 'coordinates': [-76.71161, 39.312932]}",221,408,382,1,1,629,0.35135135135135137,0.019034884687422794,9.5,616.25,654.25,0,Baltimore city,MD,38.2,23.6,593490,0.618,-14.00841943764626
380027,MERCY MEDICAL CENTER,2021-04-09,OR,41019,"{'type': 'Point', 'coordinates': [-123.371605, 43.236823]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Douglas County,OR,37.2,24.2,110980,0.6279999999999999,NA
040067,MAGNOLIA REGIONAL MEDICAL CENTER,2021-04-09,AR,05027,"{'type': 'Point', 'coordinates': [-93.237715, 33.274576]}",131,10,110,1,0,241,0.5435684647302904,0.032085323804752076,0,241,241,0,Columbia County,AR,33.4,21.3,23457,0.666,-3.8158111170932485
100093,BAPTIST HOSPITAL,2021-04-09,FL,12033,"{'type': 'Point', 'coordinates': [-87.231938, 30.428669]}",1714,2480,2157,1,1,4194,0.40867906533142584,0.007590818546244976,49,4071.5,4267.5,0,Escambia County,FL,36.4,23.7,318316,0.636,-29.94682764232656
330211,CLAXTON-HEPBURN MEDICAL CENTER,2021-04-09,NY,36089,"{'type': 'Point', 'coordinates': [-75.500014, 44.692069]}",140,588,608,1,0,748,0.18716577540106952,0.014261441036138457,159.75,548.375,1187.375,0,St. Lawrence County,NY,47.8,37.2,107740,0.522,-23.478288326576635
050090,SONOMA VALLEY HOSPITAL,2021-04-09,CA,06097,"{'type': 'Point', 'coordinates': [-122.465851, 38.288564]}",35,0,430,1,0,465,0.07526881720430108,0.012234573113553896,29,416.5,532.5,0,Sonoma County,CA,52.1,33.9,494336,0.479,-32.99920471670819
050039,ENLOE MEDICAL CENTER,2021-04-09,CA,06007,"{'type': 'Point', 'coordinates': [-121.849291, 39.742509]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte County,CA,39.5,26,219186,0.605,NA
070011,CHARLOTTE HUNGERFORD HOSPITAL,2021-04-09,CT,09005,"{'type': 'Point', 'coordinates': [-73.133143, 41.790846]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Litchfield County,CT,51.8,34.7,180333,0.482,NA
140290,ST ALEXIUS MEDICAL CENTER,2021-04-09,IL,17031,"{'type': 'Point', 'coordinates': [-88.144445, 42.052111]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cook County,IL,47.1,25.1,5150233,0.5289999999999999,NA
371334,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,2021-04-09,OK,40015,"{'type': 'Point', 'coordinates': [-98.604923, 35.107094]}",20,0,60,1,0,80,0.25,0.04841229182759271,1,77.5,81.5,0,Caddo County,OK,47.5,39.2,28762,0.525,-5.680375574437545
050747,SOUTH COAST GLOBAL MEDICAL CENTER,2021-04-09,CA,06059,"{'type': 'Point', 'coordinates': [-117.885406, 33.711002]}",250,560,536,1,1,810,0.30864197530864196,0.016230671558572336,0,810,810,0,Orange County,CA,45,25.4,3175692,0.55,-14.870489111948253
351335,JAMESTOWN REGIONAL MEDICAL CENTER,2021-04-09,ND,38093,"{'type': 'Point', 'coordinates': [-98.748204, 46.887971]}",167,183,173,1,1,350,0.47714285714285715,0.026698183513405027,0,350,350,0,Stutsman County,ND,46.7,36.3,20704,0.5329999999999999,-2.0921701594079303
150153,ASCENSION ST VINCENT HEART CENTER,2021-04-09,IN,18057,"{'type': 'Point', 'coordinates': [-86.157923, 39.939489]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hamilton County,IN,49.5,32.2,338011,0.505,NA
050424,SCRIPPS GREEN HOSPITAL,2021-04-09,CA,06073,"{'type': 'Point', 'coordinates': [-117.241854, 32.897124]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego County,CA,56,20.9,3338330,0.43999999999999995,NA
100046,ADVENTHEALTH ZEPHYRHILLS,2021-04-09,FL,12101,"{'type': 'Point', 'coordinates': [-82.188041, 28.260937]}",1028,21,595,1,0,1623,0.6333949476278496,0.011961269082745692,1659.75,-2147.375,4491.625,0,Pasco County,FL,38.3,23.1,553947,0.617,1.3706695764832855
240036,ST CLOUD HOSPITAL,2021-04-09,MN,27145,"{'type': 'Point', 'coordinates': [-94.170441, 45.575305]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stearns County,MN,41.6,28.1,161075,0.584,NA
150048,REID HEALTH,2021-04-09,IN,18177,"{'type': 'Point', 'coordinates': [-84.887765, 39.86303]}",0,0,0,0,0,0,NA,NA,110,3309,3749,1,Wayne County,IN,39.1,31,65884,0.609,NA
380103,KAISER FOUNDATION HOSPITAL - WESTSIDE,2021-04-09,OR,41067,"{'type': 'Point', 'coordinates': [-122.875667, 45.539713]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Washington County,OR,39.3,23.4,601592,0.607,NA
240030,ALOMERE HEALTH,2021-04-09,MN,27041,"{'type': 'Point', 'coordinates': [-95.376393, 45.872669]}",305,23,730,1,0,1035,0.2946859903381642,0.014171010670272785,8.5,1023.25,1057.25,0,Douglas County,MN,48.4,35,38141,0.516,-15.617376545068652
140082,LOUIS A WEISS MEMORIAL HOSPITAL,2021-04-09,IL,17031,"{'type': 'Point', 'coordinates': [-87.648804, 41.966241]}",71,663,616,1,1,734,0.09673024523160763,0.010910429533289369,184,466,1202,0,Cook County,IL,47.1,25.1,5150233,0.5289999999999999,-39.61986587690906
050742,OLYMPIA MEDICAL CENTER,2021-04-09,CA,06037,"{'type': 'Point', 'coordinates': [-118.359984, 34.057547]}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles County,CA,42.9,25.5,10039107,0.571,NA
061324,ASPEN VALLEY HOSPITAL,2021-04-09,CO,08097,"{'type': 'Point', 'coordinates': [-106.83781, 39.190104]}",28,430,430,1,1,458,0.0611353711790393,0.011194766163426548,0,458,458,0,Pitkin County,CO,15.8,8.9,17767,0.842,-69.75265203591799
190013,WEST CALCASIEU CAMERON HOSPITAL,2021-04-09,LA,22019,"{'type': 'Point', 'coordinates': [-93.368887, 30.231063]}",405,91,225,1,0,630,0.6428571428571429,0.019090088708030313,121.75,447.375,934.375,0,Calcasieu Parish,LA,28.6,19.7,203436,0.714,-3.7266907572268413
361319,SELBY GENERAL HOSPITAL,2021-04-09,OH,39167,"{'type': 'Point', 'coordinates': [-81.445149, 39.43937]}",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Washington County,OH,34.2,24.1,59911,0.6579999999999999,NA
030114,ORO VALLEY HOSPITAL,2021-04-09,AZ,04019,"{'type': 'Point', 'coordinates': [-110.948601, 32.42729]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Pima County,AZ,49.5,29.8,1047279,0.505,NA
718456ab442d5f84683cd24a06376fcd58d33961727e082bf99a4068a256eda7,Santa Paula Hospital,2021-04-09,CA,06111,"{'type': 'Point', 'coordinates': [-119.065609, 34.365874]}",122,252,255,1,0,377,0.32360742705570295,0.0240956130487798,146,-12,572,0,Ventura County,CA,46.4,28.6,846006,0.536,-8.814574359005679
090001,GEORGE WASHINGTON UNIV HOSPITAL,2021-04-09,DC,11001,"{'type': 'Point', 'coordinates': [-77.050119, 38.901169]}",1008,65,1506,1,0,2514,0.4009546539379475,0.009774506549742037,52,2489,2697,0,District of Columbia,DC,38.4,21.4,705749,0.616,-22.000634504432128
041310,STONE COUNTY MEDICAL CENTER,2021-04-09,AR,05137,"{'type': 'Point', 'coordinates': [-92.083049, 35.85574]}",0,0,0,0,0,0,NA,NA,0,0,0,0,Stone County,AR,30.6,20.8,12506,0.694,NA
241306,OLIVIA HOSPITAL & CLINIC,2021-04-09,MN,27129,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,Renville County,MN,47.4,32.2,14548,0.526,NA
100048,JAY HOSPITAL,2021-04-09,FL,12113,"{'type': 'Point', 'coordinates': [-87.151673, 30.950024]}",87,49,44,1,1,136,0.6397058823529411,0.04116700799576559,0,136,136,0,Santa Rosa County,FL,35,21.3,184313,0.65,-0.25005746465999534
231323,SPECTRUM HEALTH REED CITY HOSPITAL,2021-04-09,MI,26133,NA,194,123,86,1,1,317,0.61198738170347,0.027369352770965947,0,317,317,0,Osceola County,MI,31,20.2,23460,0.69,-2.8503640166196247
